name,time,accel_x,accel_y,accel_z,alt,bme280_h,bme280_p,bme280_t,lat,lon,nc05,nc1,nc10,nc25,nc4,ntc,p1,p10,p25,p4,t_offset,typical_part_size
cansat,1622288297165002150,0,-1,9,0,36.65,101520.78,28.06,0,0,9.337798,11.535925,12.114688,12.015105,12.099492,27.6568,1.509046,2.456979,2.032664,2.386259,188,0.690182
cansat,1622288298163473817,0,-1,9,0,37.17,101519.09,28.07,0,0,9.003845,11.120668,11.676597,11.580954,11.661995,27.597624,1.454506,2.364996,1.957584,2.297094,189,0.690182
cansat,1622288299163140275,0,-1,10,0,36.75,101520.89,28.06,0,0,8.77173,10.831098,11.370404,11.277634,11.356235,27.597624,1.416396,2.299619,1.904563,2.233776,190,0.688124
cansat,1622288300166689858,0,0,9,0,36.62,101521.79,28.04,0,0,8.539075,10.540996,11.063751,10.973838,11.050012,27.716154,1.378228,2.234303,1.851541,2.170508,191,0.686742
cansat,1622288301163514493,0,-1,10,0,36.98,101521.88,28.05,0,0,8.436473,10.411264,10.925293,10.836894,10.911778,27.538624,1.361014,2.202753,1.826567,2.140055,192,0.685425
cansat,1622288302163389857,0,0,10,0,37.3,101522.07,28.04,0,0,8.269387,10.202205,10.70378,10.617534,10.690587,27.6568,1.33345,2.154752,1.787855,2.093601,193,0.685425
cansat,1622288303163316106,0,0,10,0,36.79,101522.19,28,0,0,8.179136,10.088612,10.582926,10.497938,10.569921,27.421151,1.318419,2.127798,1.76635,2.067556,194,0.686071
cansat,1622288315162043862,0,0,10,0,37.4,101523.77,28.16,0,0,9.052998,11.154169,11.691514,11.599179,11.677355,27.835399,1.456661,2.336306,1.944152,2.270946,206,0.686256
cansat,1622288316162270320,1,-1,10,0,36.9,101523.75,28.12,0,0,9.067585,11.171092,11.708467,11.616131,11.694304,28.197504,1.458785,2.338463,1.946353,2.27311,207,0.687292
cansat,1622288317162379018,0,-1,10,0,36.68,101524.57,28.1,0,0,9.158737,11.283314,11.826031,11.732777,11.811728,28.197504,1.473434,2.361856,1.965852,2.295855,208,0.690538
cansat,1622288318162022246,0,-1,10,0,36.78,101523.29,28.08,0,0,9.226254,11.366588,11.913379,11.819426,11.898969,28.258504,1.484316,2.37941,1.980427,2.312911,209,0.690169
cansat,1622288319162343548,0,0,10,0,37.98,101521.16,28.12,0,0,9.317337,11.47845,12.03036,11.935528,12.015816,28.258504,1.498894,2.402364,1.999668,2.335248,210,0.687593
cansat,1622288320162132975,1,0,10,0,38.24,101520.17,28.17,0,0,9.383136,11.559453,12.115216,12.019723,12.10057,28.319691,1.509467,2.419242,2.013738,2.351657,211,0.688815
cansat,1622288321162263599,0,0,9,0,40.23,101520.84,28.21,0,0,9.513467,11.719998,12.283472,12.186653,12.268621,28.197504,1.530431,2.452826,2.041698,2.384303,212,0.689877
cansat,1622288322162073651,0,-1,10,0,42.18,101523.23,28.23,0,0,9.65135,11.890491,12.462629,12.364319,12.447553,28.136692,1.552746,2.489336,2.071846,2.419753,213,0.692235
cansat,1622288323162179015,0,-1,10,0,42.01,101521.62,28.25,0,0,9.70936,11.962359,12.538254,12.439297,12.523079,28.136692,1.562164,2.504908,2.084652,2.434864,214,0.690841
cansat,1622288327162036410,0,-1,10,0,37.51,101523.65,28.29,0,0,9.587179,11.813267,12.38306,12.285145,12.368048,28.258504,1.542812,2.47559,2.059697,2.406273,218,0.688759
cansat,1622288328162174118,0,-1,10,0,36.89,101524.3,28.31,0,0,9.646627,11.886086,12.459067,12.360607,12.443971,27.775686,1.552287,2.490279,2.072085,2.420579,219,0.684622
cansat,1622288329161902607,0,-1,10,0,36.29,101526.26,28.25,0,0,9.726772,11.984214,12.56146,12.46227,12.54625,27.895292,1.56505,2.510016,2.088747,2.439804,220,0.686407
cansat,1622288330161879638,0,0,10,0,36.01,101526.76,28.25,0,0,9.737456,11.9966,12.573865,12.474673,12.558653,27.955367,1.566604,2.511586,2.090354,2.441379,221,0.685029
cansat,1622288332161910783,0,-1,10,0,35.9,101527.28,28.29,0,0,9.875235,12.163629,12.746903,12.646691,12.731528,27.775686,1.588194,2.542972,2.117524,2.472063,223,0.683831
cansat,1622288333161966147,0,0,10,0,35.91,101529.3,28.28,0,0,9.99269,12.306431,12.895157,12.794016,12.879634,28.136692,1.606686,2.570357,2.141051,2.498805,224,0.681645
cansat,1622288334161734688,0,-1,10,0,35.93,101526.94,28.29,0,0,10.243861,12.614708,13.217397,13.113862,13.201506,27.895292,1.646847,2.633357,2.193936,2.56012,225,0.684396
cansat,1622288335161838802,0,0,10,0,35.96,101526.65,28.3,0,0,10.387395,12.790831,13.401462,13.296565,13.385359,27.716154,1.669788,2.669288,2.224117,2.595092,226,0.685416
cansat,1622288336162097760,0,0,10,0,35.93,101525.44,28.32,0,0,10.613323,13.068727,13.692395,13.585259,13.675947,27.775686,1.706041,2.726876,2.272219,2.651099,227,0.685423
cansat,1622288337161732239,0,0,10,0,35.92,101527.19,28.35,0,0,10.77484,13.268121,13.901686,13.792849,13.884978,27.895292,1.732113,2.769154,2.30725,2.692169,228,0.68747
cansat,1622288338161851249,0,0,10,0,35.97,101527.61,28.34,0,0,10.882967,13.402078,14.042644,13.932599,14.025753,28.258504,1.749666,2.798181,2.331122,2.720337,229,0.688846
cansat,1622288339161752238,0,0,10,0,36.03,101527.22,28.35,0,0,11.031317,13.58664,14.237426,14.125618,14.220268,27.895292,1.773915,2.839188,2.364559,2.760082,230,0.690541
cansat,1622288340162116873,0,0,10,0,36.12,101524.55,28.35,0,0,11.255366,13.863647,14.528495,14.414267,14.510968,27.955367,1.810169,2.898474,2.413523,2.817647,231,0.689532
cansat,1622288341162049217,0,0,10,0,36.15,101526.41,28.37,0,0,11.580175,14.265034,14.950103,14.832396,14.932046,28.076066,1.862685,2.984113,2.48433,2.900815,232,0.690233
cansat,1622288342162225414,0,0,10,0,36.1,101526.94,28.38,0,0,11.812407,14.552593,15.252583,15.132304,15.234136,28.076066,1.900356,3.04623,2.535469,2.961103,233,0.689871
cansat,1622288343162099685,0,-1,10,0,36.16,101525.29,28.39,0,0,12.095079,14.902836,15.621161,15.497725,15.602235,27.955367,1.946256,3.122181,2.597913,3.034801,234,0.691961
cansat,1622288344162222601,0,-1,10,0,36.27,101524.78,28.4,0,0,12.32983,15.194899,15.929404,15.803177,15.910057,27.835399,1.984629,3.187085,2.650832,3.097708,235,0.694322
cansat,1622288345161931872,0,0,10,0,36.27,101525.25,28.43,0,0,12.396178,15.279342,16.019932,15.892646,16.000427,27.895292,1.995878,3.208334,2.667473,3.118189,236,0.694322
cansat,1622288346161904423,0,0,10,0,36.15,101526.19,28.4,0,0,12.411338,15.300196,16.043411,15.915666,16.023842,27.895292,1.99878,3.215569,2.672655,3.125082,237,0.693635
cansat,1622288348162234683,0,-1,10,0,35.93,101526.03,28.39,0,0,12.322653,15.196052,15.938076,15.810513,15.918548,27.775686,1.9856,3.20052,2.658154,3.110124,239,0.696712
cansat,1622288349162606297,0,-1,10,0,35.99,101526.55,28.36,0,0,12.447004,15.352798,16.105007,15.975679,16.085217,28.076066,2.006359,3.238009,2.687988,3.146338,240,0.698
cansat,1622288350162165932,0,0,10,0,35.87,101527.06,28.34,0,0,12.636015,15.5891,16.355249,16.223511,16.335098,27.775686,2.0375,3.292023,2.731614,3.198621,241,0.699347
cansat,1622288351161925411,0,-1,10,0,35.8,101526.2,28.35,0,0,12.747747,15.729723,16.504854,16.371561,16.48447,27.955367,2.056107,3.325379,2.75823,3.230852,242,0.700372
cansat,1622288352162038223,0,0,10,0,35.74,101526.03,28.37,0,0,12.880784,15.896555,16.681904,16.546841,16.661255,28.197504,2.078133,3.364176,2.789388,3.268376,243,0.701033
cansat,1622288353161757389,0,-1,10,0,35.93,101526.38,28.38,0,0,12.987933,16.030638,16.823986,16.68754,16.803131,28.258504,2.095813,3.394985,2.814229,3.298191,244,0.698919
cansat,1622288354161745879,0,0,10,0,36.29,101525.39,28.35,0,0,13.030242,16.08419,16.881182,16.744104,16.860231,28.258504,2.102923,3.408081,2.824577,3.310829,245,0.697694
cansat,1622288355161755722,0,0,10,0,36.39,101527.66,28.33,0,0,13.019877,16.072073,16.868967,16.731903,16.848022,27.895292,2.101394,3.406403,2.822929,3.309156,246,0.694881
cansat,1622288356160968638,0,0,10,0,36.09,101525.7,28.32,0,0,12.923939,15.954148,16.745571,16.609447,16.724771,27.835399,2.086017,3.382075,2.802575,3.28549,247,0.69522
cansat,1622288357161157232,0,0,10,0,35.25,101523.7,28.29,0,0,12.931097,15.962434,16.753859,16.617737,16.733057,27.955367,2.087056,3.383107,2.80364,3.286529,248,0.692089
cansat,1622288358161201867,0,-1,10,0,34.74,101523.58,28.24,0,0,12.850393,15.862187,16.648176,16.512991,16.627516,27.955367,2.073897,3.361037,2.785589,3.265128,249,0.692281
cansat,1622288359160919262,0,0,9,0,34.71,101523.95,28.19,0,0,12.656603,15.622395,16.396065,16.263002,16.375729,27.775686,2.042498,3.309458,2.743063,3.215058,250,0.692281
cansat,1622288360160859939,0,0,10,0,34.79,101523.23,28.2,0,0,12.415879,15.324603,16.083038,15.952598,16.063101,27.716154,2.00351,3.245508,2.690308,3.152974,251,0.692626
cansat,1622288361161008636,0,0,10,0,34.79,101522.97,28.2,0,0,12.182399,15.035495,15.778927,15.651071,15.759383,27.4798,1.965637,3.183054,2.638892,3.092358,252,0.691953
cansat,1622288362160751292,0,-1,10,0,35.03,101523.52,28.15,0,0,11.956954,14.756248,15.485126,15.359776,15.465963,27.304373,1.929048,3.122617,2.589169,3.033707,253,0.693405
cansat,1622288363160913063,0,-1,10,0,35.35,101524.71,28.09,0,0,11.909102,14.697591,15.423866,15.298964,15.404772,27.362676,1.921412,3.110725,2.579158,3.02213,254,0.694683
cansat,1622288364160766656,0,-1,10,0,35.43,101524.06,28.06,0,0,11.921022,14.713242,15.440994,15.315832,15.421862,27.362676,1.923535,3.115278,2.582574,3.026494,255,0.695633
cansat,1622288365160814416,0,-1,10,0,35.54,101524.28,28.04,0,0,12.02522,14.842008,15.576249,15.449971,15.556949,27.015419,1.940383,3.142756,2.605292,3.053177,256,0.695415
cansat,1622288366160959624,0,-1,10,0,35.55,101523.31,28.04,0,0,12.160783,15.008614,15.750566,15.622963,15.731059,27.130493,1.962106,3.177094,2.634029,3.086582,257,0.691571
cansat,1622288367160774988,0,-1,10,0,35.52,101522.16,28.04,0,0,12.2766,15.151185,15.899912,15.771147,15.880227,27.188283,1.980714,3.206792,2.65879,3.115457,258,0.694031
cansat,1622288368163300092,0,-1,10,0,35.4,101522.83,28.04,0,0,12.376059,15.273144,16.027311,15.897615,16.007484,27.246242,1.996594,3.231569,2.679633,3.139579,259,0.693703
cansat,1622288369162846706,0,0,10,0,35.42,101523.67,28.04,0,0,12.375071,15.271656,16.025547,15.895899,16.005726,27.362676,1.996377,3.230896,2.679178,3.138941,260,0.694724
cansat,1622288370163007227,0,0,10,0,35.51,101523.7,28.03,0,0,12.336183,15.223077,15.974133,15.844976,15.954385,27.304373,1.989979,3.219847,2.670239,3.128244,261,0.694045
cansat,1622288371163179466,0,-1,10,0,35.72,101523.21,28.03,0,0,12.224107,15.084155,15.827896,15.699998,15.808339,27.362676,1.971768,3.189647,2.645431,3.098944,262,0.69477
cansat,1622288372157715195,0,-1,10,0,35.72,101523.21,28.03,0,0,12.224107,15.084155,15.827896,15.699998,15.808339,27.362676,1.971768,3.189647,2.645431,3.098944,262,0.69477
cansat,1622288373162383528,0,-1,10,0,35.81,101522.13,28.03,0,0,11.992976,14.796509,15.524249,15.399113,15.50511,27.304373,1.933968,3.125609,2.593251,3.036882,264,0.69259
cansat,1622288374162263371,0,-1,10,0,35.88,101522.03,28.02,0,0,11.754311,14.500889,15.213223,15.09074,15.194486,27.362676,1.895233,3.06163,2.540612,2.974792,265,0.692589
cansat,1622288375162820818,0,-1,10,0,35.92,101522.21,28.04,0,0,11.527884,14.221337,14.919777,14.799684,14.901404,27.4798,1.858679,3.002321,2.491479,2.917179,266,0.694626
cansat,1622288376161788579,0,0,10,0,35.96,101521.85,28.04,0,0,11.229223,13.852696,14.532883,14.41593,14.51499,27.421151,1.810483,2.924231,2.426754,2.841317,267,0.694626
cansat,1622288377161998682,0,0,10,0,36,101523.28,28.05,0,0,11.04616,13.626197,14.294765,14.179813,14.277178,27.362676,1.780826,2.875542,2.386602,2.794051,268,0.694488
cansat,1622288378161860661,0,0,10,0,35.68,101523.66,28.02,0,0,10.830245,13.359141,14.014079,13.901473,13.996848,27.421151,1.745866,2.818252,2.339324,2.73843,269,0.694842
cansat,1622288379162694723,0,0,10,0,35.45,101524.7,28,0,0,10.718057,13.219814,13.867217,13.755911,13.850183,27.716154,1.72758,2.787615,2.314255,2.70872,270,0.697334
cansat,1622288380162717483,0,-1,10,0,35.53,101525,27.99,0,0,10.520125,12.974804,13.609552,13.500425,13.592851,27.775686,1.69549,2.734792,2.270738,2.657448,271,0.697334
cansat,1622288381161090452,0,-1,10,0,35.53,101523.53,28,0,0,10.425263,12.857054,13.485481,13.377443,13.468945,27.775686,1.680041,2.70898,2.249594,2.632415,272,0.698398
cansat,1622288382160963420,0,0,10,0,35.47,101522.86,28.01,0,0,10.28717,12.685839,13.305217,13.198738,13.288916,27.775686,1.657594,2.671702,2.218987,2.596248,273,0.696987
cansat,1622288383160772899,0,-1,10,0,35.49,101524.95,28.01,0,0,10.07256,12.420337,13.026117,12.92198,13.010173,28.015624,1.622832,2.614666,2.171942,2.540877,274,0.696987
cansat,1622288384160687169,0,0,10,0,35.23,101523.27,27.98,0,0,9.840854,12.133758,12.724915,12.623296,12.709353,27.775686,1.585317,2.553193,2.121211,2.481195,275,0.69734
cansat,1622288385160741856,0,-1,10,0,35.22,101523.02,27.96,0,0,9.554858,11.780325,12.353665,12.255112,12.338573,27.716154,1.539074,2.47777,2.058856,2.40795,276,0.69734
cansat,1622288386160717846,0,-1,10,0,35.35,101523.71,27.99,0,0,9.355204,11.533924,12.095094,11.998633,12.080319,27.775686,1.506863,2.425625,2.015619,2.357289,277,0.69795
cansat,1622288387161274668,0,-1,10,0,35.29,101525.44,27.99,0,0,9.27001,11.429252,11.985595,11.889963,11.970949,27.716154,1.493217,2.404085,1.997583,2.336334,278,0.701057
cansat,1622288388161095657,0,0,10,0,35.12,101524.46,28,0,0,9.108258,11.230157,11.777059,11.683048,11.762662,27.716154,1.467233,2.362648,1.963023,2.296043,279,0.701057
cansat,1622288389161118730,0,0,10,0,35.04,101524.51,28.01,0,0,8.971771,11.061917,11.60066,11.508051,11.586477,27.775686,1.445256,2.327311,1.933647,2.261699,280,0.699995
cansat,1622288390160393938,0,0,10,0,35.12,101525.46,28,0,0,8.771494,10.815023,11.341771,11.251224,11.327906,27.362676,1.413002,2.275421,1.890518,2.21127,281,0.699995
cansat,1622288391160718937,0,0,10,0,35.14,101525.81,28.01,0,0,8.56443,10.559577,11.073776,10.985387,11.060241,27.362676,1.379616,2.221488,1.845763,2.158866,282,0.698579
cansat,1622288392159579822,0,-1,10,0,35.16,101524.48,28,0,0,8.396588,10.352366,10.856275,10.769656,10.843009,27.362676,1.352522,2.177542,1.809353,2.116177,283,0.699129
cansat,1622288393160492530,0,0,10,0,35.15,101522.13,28.02,0,0,8.347431,10.291492,10.792241,10.706166,10.779058,27.775686,1.344547,2.164388,1.798524,2.10341,284,0.699395
cansat,1622288394161127842,0,0,9,0,35.13,101522.27,28.01,0,0,8.266905,10.19192,10.687606,10.602402,10.674556,27.4798,1.331514,2.143062,1.780916,2.082704,285,0.700123
cansat,1622288395159911280,0,-1,10,0,35.06,101523.91,28.02,0,0,8.319736,10.256174,10.75433,10.668705,10.741212,27.304373,1.339836,2.155413,1.791517,2.094763,286,0.699361
cansat,1622288396159556019,0,0,10,0,35.04,101521.05,28,0,0,8.38064,10.330869,10.832363,10.746168,10.819159,27.421151,1.349563,2.170602,1.80429,2.109549,287,0.699979
cansat,1622288397160398518,0,-1,10,0,35.08,101521.08,27.99,0,0,8.517504,10.498758,11.007789,10.9203,10.994384,27.362676,1.371427,2.204791,1.833026,2.142829,288,0.698074
cansat,1622288398160154456,0,0,10,0,35.15,101520.63,27.97,0,0,8.714818,10.740561,11.260264,11.170947,11.246576,27.130493,1.402898,2.253713,1.874241,2.190467,289,0.694173
cansat,1622288399160017841,0,0,10,0,35.2,101520.5,27.97,0,0,8.873322,10.93442,11.462391,11.371659,11.448482,27.246242,1.428097,2.292423,1.907008,2.228187,290,0.695225
cansat,1622288400159564090,0,0,10,0,35.32,101518.89,27.96,0,0,8.956168,11.034901,11.566525,11.475172,11.552516,27.246242,1.441089,2.31137,1.923388,2.246705,291,0.693822
cansat,1622288401160103204,0,0,10,0,35.27,101519.86,27.94,0,0,9.10511,11.216659,11.755731,11.663106,11.741523,27.130493,1.464681,2.347126,1.95382,2.281574,292,0.690646
cansat,1622288402159548308,0,-1,10,0,35.3,101517.78,27.92,0,0,9.347949,11.514759,12.067367,11.972421,12.052801,27.188283,1.503521,2.40811,2.004993,2.340923,293,0.690888
cansat,1622288403159547318,0,0,10,0,35.56,101518.18,27.93,0,0,9.494173,11.693806,12.254208,12.157928,12.239435,27.188283,1.526811,2.444143,2.035407,2.37602,294,0.691619
cansat,1622288404159716172,0,0,10,0,35.48,101519.67,27.92,0,0,9.645991,11.87985,12.448464,12.350777,12.433473,27.304373,1.551025,2.481781,2.067116,2.412669,295,0.691427
cansat,1622288405159845234,0,0,10,0,35.48,101521.62,27.9,0,0,9.715477,11.964473,12.536425,12.438168,12.521344,27.4798,1.561995,2.498199,2.081161,2.428692,296,0.692159
cansat,1622288406159198515,0,0,10,0,35.42,101519.75,27.89,0,0,9.75991,12.018592,12.592679,12.494059,12.57754,27.304373,1.569011,2.508703,2.090145,2.438942,297,0.693901
cansat,1622288407159272056,0,0,10,0,35.43,101521.24,27.89,0,0,9.825415,12.099771,12.678121,12.578765,12.66287,27.421151,1.579651,2.52633,2.104631,2.456046,298,0.696934
cansat,1622288408159183306,0,0,10,0,35.47,101522.59,27.91,0,0,9.908151,12.202346,12.786114,12.685824,12.770721,27.775686,1.593099,2.548654,2.122962,2.477704,299,0.698613
cansat,1622288409159209660,0,0,10,0,35.3,101521.44,27.91,0,0,10.046352,12.373726,12.966571,12.864717,12.950942,27.4798,1.615571,2.586003,2.153618,2.513938,300,0.699952
cansat,1622288410159310909,0,-1,10,0,35.16,101521.08,27.92,0,0,10.143414,12.494123,13.093371,12.990414,13.077575,27.4798,1.63136,2.612288,2.175178,2.539435,301,0.699262
cansat,1622288411159280128,0,0,10,0,34.89,101521.06,27.93,0,0,10.204988,12.571597,13.175778,13.071967,13.159855,27.4798,1.641609,2.630638,2.189828,2.557169,302,0.701293
cansat,1622288412159518252,0,-1,10,0,34.63,101520.87,27.93,0,0,10.364797,12.771229,13.387068,13.281241,13.370842,27.775686,1.667904,2.67606,2.22657,2.601145,303,0.705791
cansat,1622288413159558929,0,0,10,0,34.49,101520.2,27.93,0,0,10.390115,12.80505,13.424476,13.318022,13.408161,27.775686,1.672536,2.686607,2.234334,2.611227,304,0.705791
cansat,1622288414159720335,0,-1,10,0,34.44,101521.42,27.95,0,0,10.349089,12.7569,13.375799,13.269426,13.359503,27.716154,1.666445,2.679689,2.227651,2.604348,305,0.706518
cansat,1622288415159446220,0,-1,10,0,34.63,101518.15,27.97,0,0,10.254776,12.642855,13.25787,13.152154,13.241677,27.362676,1.651728,2.658646,2.209308,2.583755,306,0.707247
cansat,1622288416159781167,0,-1,10,0,34.56,101519.78,27.97,0,0,10.160455,12.529025,13.140336,13.035247,13.124247,27.716154,1.637058,2.637951,2.191166,2.563485,307,0.708993
cansat,1622288417159752521,0,0,10,0,34.51,101518.33,27.99,0,0,10.067004,12.416486,13.024316,12.919814,13.008322,28.258504,1.622575,2.617809,2.173402,2.54374,308,0.71074
cansat,1622288418159490437,0,0,10,0,34.55,101519.61,28,0,0,9.975374,12.306181,12.910632,12.806699,12.894732,27.775686,1.608382,2.598127,2.156023,2.524442,309,0.71031
cansat,1622288419159585385,0,0,10,0,34.55,101520.21,28.01,0,0,9.886887,12.199054,12.799764,12.696466,12.783965,27.6568,1.594548,2.578195,2.138704,2.504945,310,0.707428
cansat,1622288420159631895,0,-1,10,0,34.44,101520.91,28.02,0,0,9.92981,12.253413,12.857839,12.753897,12.841946,27.597624,1.601768,2.591524,2.149227,2.517807,311,0.702732
cansat,1622288421159695124,0,-1,10,0,34.34,101520.97,28.02,0,0,9.993383,12.332789,12.94182,12.837082,12.925808,27.6568,1.61222,2.609532,2.163808,2.535243,312,0.702343
cansat,1622288422159512571,0,-1,10,0,34.25,101520.26,28.02,0,0,10.03055,12.37908,12.990715,12.885529,12.974634,27.4798,1.618306,2.619887,2.172232,2.545277,313,0.699505
cansat,1622288423159544550,0,0,10,0,34.26,101521.3,28.01,0,0,9.960285,12.292763,12.900432,12.795924,12.884456,27.775686,1.607054,2.602146,2.15737,2.528015,314,0.699505
cansat,1622288424159259237,0,0,10,0,34.29,101519.21,28,0,0,9.846435,12.152534,12.753478,12.650126,12.73768,27.304373,1.588745,2.572829,2.132959,2.499517,315,0.699847
cansat,1622288425160958456,0,0,10,0,34.3,101519.1,28.02,0,0,9.782912,12.074967,12.672698,12.569897,12.656985,27.597624,1.578673,2.557508,2.119938,2.484578,316,0.700465
cansat,1622288426158661789,0,0,10,0,34.39,101520.12,28.01,0,0,9.718532,11.996466,12.591027,12.488767,12.5754,27.6568,1.568488,2.54215,2.10684,2.469597,317,0.700067
cansat,1622288427158778872,0,-1,10,0,34.31,101521.27,28,0,0,9.611919,11.865548,12.454131,12.352896,12.438662,27.716154,1.551427,2.515306,2.084334,2.443476,318,0.698651
cansat,1622288428158483767,0,0,10,0,34.31,101523.08,28.02,0,0,9.472203,11.693497,12.273861,12.174037,12.258609,27.775686,1.528966,2.479393,2.054412,2.408562,319,0.697239
cansat,1622288429158276840,0,0,10,0,34.28,101523.79,28.03,0,0,9.435169,11.647725,12.22578,12.126354,12.210588,27.716154,1.522977,2.469619,2.046334,2.399071,320,0.697048
cansat,1622288430159112829,0,0,10,0,34.16,101523.73,28.02,0,0,9.353656,11.546849,12.119711,12.02118,12.104655,27.4798,1.509767,2.447904,2.028435,2.377991,321,0.695641
cansat,1622288431159008870,0,-1,10,0,34.09,101522.01,28.01,0,0,9.279539,11.45494,12.022931,11.925239,12.008003,27.775686,1.497716,2.427872,2.011994,2.358558,322,0.696137
cansat,1622288432159093818,0,0,10,0,34.02,101523.48,28.02,0,0,9.169588,11.318631,11.879436,11.782981,11.864694,27.895292,1.479846,2.398219,1.98764,2.329789,323,0.694732
cansat,1622288433159045640,0,0,10,0,33.92,101522.38,28.03,0,0,9.157687,11.304853,11.865652,11.769195,11.850913,27.775686,1.478119,2.396498,1.985868,2.328059,324,0.698812
cansat,1622288434158973973,0,0,10,0,33.86,101523.1,28.02,0,0,9.141223,11.285666,11.846361,11.749918,11.831627,27.716154,1.475704,2.393931,1.983307,2.325493,325,0.700147
cansat,1622288435158914650,0,0,10,0,33.84,101521.71,28.04,0,0,9.121161,11.262268,11.822821,11.726396,11.808093,27.716154,1.472756,2.39077,1.980168,2.322335,326,0.70151
cansat,1622288436158941056,0,-1,10,0,33.86,101523.31,28.04,0,0,9.141735,11.28855,11.851063,11.754296,11.836285,27.775686,1.476265,2.397504,1.985412,2.328821,327,0.700717
cansat,1622288437159026003,0,-1,10,0,33.91,101524.31,28.05,0,0,9.19514,11.35485,11.920933,11.823552,11.906061,27.955367,1.484964,2.412054,1.997326,2.342932,328,0.698604
cansat,1622288438159736367,0,-1,10,0,33.95,101522.57,28.05,0,0,9.360275,11.558254,12.13409,12.035033,12.118961,27.955367,1.511523,2.454578,2.032736,2.38427,329,0.69371
cansat,1622288439158971054,0,0,10,0,33.98,101523.81,28.06,0,0,9.486142,11.712791,12.295667,12.195403,12.280352,27.835399,1.53166,2.486232,2.059285,2.415073,330,0.690919
cansat,1622288440158989387,0,-1,10,0,34,101521.23,28.07,0,0,9.70603,11.983721,12.579653,12.477144,12.563993,28.076066,1.567042,2.542987,2.106512,2.47024,331,0.690904
cansat,1622288441159705220,0,0,10,0,34.04,101522.31,28.08,0,0,9.787187,12.083373,12.683854,12.580565,12.668075,27.835399,1.580028,2.563413,2.12364,2.490116,332,0.690904
cansat,1622288442158952564,0,-1,10,0,34.01,101521.09,28.08,0,0,9.797834,12.095915,12.696568,12.593253,12.680783,27.895292,1.581619,2.565278,2.125414,2.491966,333,0.691091
cansat,1622288443158656626,0,0,10,0,34.03,101522.14,28.09,0,0,9.879426,12.195672,12.800553,12.696514,12.784656,28.076066,1.594583,2.585152,2.142251,2.511333,334,0.691338
cansat,1622288444158733761,0,-1,10,0,34.04,101520.71,28.09,0,0,9.889594,12.207205,12.811899,12.707898,12.796005,28.015624,1.596007,2.586254,2.143552,2.51247,335,0.691675
cansat,1622288445158663083,0,0,10,0,34.12,101520.85,28.11,0,0,9.926303,12.252095,12.858698,12.754369,12.842752,27.835399,1.601842,2.595209,2.151135,2.521196,336,0.692321
cansat,1622288446158830896,0,-1,10,0,34.24,101521.14,28.13,0,0,9.984584,12.323711,12.93362,12.828724,12.917588,27.895292,1.611179,2.609956,2.163481,2.535542,337,0.692286
cansat,1622288447159761312,0,0,10,0,34.32,101521.84,28.14,0,0,10.145398,12.521596,13.14085,13.034349,13.124572,27.835399,1.637,2.651072,2.197793,2.575524,338,0.68986
cansat,1622288448159877041,0,-1,10,0,34.34,101522.19,28.15,0,0,10.259332,12.661824,13.287724,13.18008,13.271268,28.258504,1.655301,2.680246,2.222127,2.603892,339,0.689496
cansat,1622288449158665322,0,0,10,0,34.33,101524.48,28.16,0,0,10.37554,12.806107,13.439781,13.330798,13.423124,27.835399,1.674234,2.711925,2.248062,2.634614,340,0.692576
cansat,1622288450159415529,0,-1,10,0,34.37,101522.79,28.16,0,0,10.450759,12.899972,13.539053,13.429137,13.522256,27.775686,1.686589,2.733151,2.265268,2.655171,341,0.69221
cansat,1622288451158751310,0,-1,10,0,34.38,101521.69,28.18,0,0,10.449745,12.899582,13.539285,13.429258,13.522472,27.835399,1.686609,2.7342,2.265811,2.656135,342,0.692547
cansat,1622288452158457300,0,-1,10,0,34.38,101522.45,28.19,0,0,10.556165,13.032775,13.680445,13.569039,13.663426,28.136692,1.704173,2.764838,2.290505,2.685782,343,0.694431
cansat,1622288453158422560,0,0,10,0,34.37,101522.2,28.19,0,0,10.579373,13.062916,13.71319,13.601331,13.696105,27.775686,1.708236,2.77319,2.296858,2.6938,344,0.693031
cansat,1622288454158268028,0,0,10,0,34.37,101521.41,28.2,0,0,10.535013,13.009304,13.657773,13.54622,13.640738,27.955367,1.70132,2.763337,2.288257,2.684156,345,0.691634
cansat,1622288455158285215,0,0,10,0,34.34,101520.01,28.21,0,0,10.936057,13.506353,14.180952,14.064897,14.163232,27.835399,1.766472,2.871307,2.376974,2.788916,346,0.691253
cansat,1622288456158323704,0,0,10,0,34.32,101519.9,28.21,0,0,11.236465,13.879104,14.573614,14.454125,14.555375,27.955367,1.815365,2.952838,2.44381,2.867999,347,0.689513
cansat,1622288457158631725,0,-1,10,0,34.29,101518.23,28.23,0,0,11.484391,14.186359,14.897007,14.774738,14.878345,28.258504,1.855637,3.019554,2.498637,2.932734,348,0.687047
cansat,1622288458158310110,0,0,10,0,34.29,101521.05,28.24,0,0,11.57018,14.293306,15.010037,14.886718,14.991218,28.258504,1.869706,3.043602,2.518167,2.956028,349,0.687047
cansat,1622288459157628755,0,-1,10,0,34.33,101520.17,28.26,0,0,11.780239,14.552785,15.282511,15.156956,15.26335,27.775686,1.903647,3.098826,2.563866,3.009666,350,0.68535
